NumberOfBins,TypeOfCrime,PredictedOctoberError,PredictedTestError,PredictedUniformError,UniformOctoberError,UniformTestError
100,1,0.0015841370703,0.000301299768633,0.00140598789094,0.00370560341452,0.00121425042778
100,5,0.000900749443898,0.000505711773466,0.000746703207027,0.00168667540782,0.00121425042778
